sent_id,sent,anno
0,《#排球#少年#》#正當#紅,O O O O O O O O O O O O O O
3,而#隨著#世大運#的#熱潮,O O O O O O O O O O O O O
6,但#新一代#的#你#又#知道#哪#幾#位#明日#之#星#呢,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
8,陳政錡#在#場#上#就#像是#溫暖#小太陽,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O
9,隊友#得分#他#比#別人#更#開心,O O O O O O O O O O O O O O O O O
10,失分#時#也#會#鼓勵#隊友#調整#繼續#努力,O O O O O O O O O O O O O O O O O O O O O O O
12,加上#白皙#帥氣#外型#、#高挑#身材,O O O O O O O O O O O O O O O O O O O
14,是#新一代#的#人氣王#之#一,O O O O O O O O O O O O O O O
15,陳政錡#過去#畢業#於#排球#名校#華僑#高中#就#是#發光#的#明日#之#星,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
16,隨後#U23#代表隊#、#世大運#、#企排#聯賽#更#是#磨練#他#一#步#一#步#打出#自己#的#一#條#路,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
19,「#自由男神#」#李佳軒#其實#早已#是#大前輩#、#大學#長,O O B-PERSON I-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O
20,在#排球#裡#得分#的#攻擊#手#往往#是#被#高度#矚目#的#球員,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
22,每#一#個#飛撲#、#魚躍救球#就是#因為#堅守#「#球#不#落地,O O O O O O B-DEFENSE I-DEFENSE O O O B-DEFENSE I-DEFENSE I-DEFENSE I-DEFENSE O O O O O O O O O O O O O O O O O O
25,挑戰#過#亞運#、#世錦賽#、#亞錦賽,O O O O O O O O O O O O O O O O O O O
26,穩紮穩打#成為#國家隊#、#台電隊#不可或缺#的#守護神,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
27,神似#學長#「#電眼雙帥#」#鴻敏#鴻杰#的#新一代#球星#宋柏霆,O O O O O O O O B-PERSON I-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON O B-PERSON I-PERSON O O O O O O O O O O B-PERSON I-PERSON I-PERSON
28,同樣#有#著#阿美族#的#血統#、#同樣#愛#打#排球,O O O O O O O O O O O O O O O O O O O O O O O O O O O
29,同樣#跟隨#腳步#挑戰#國家隊#和#企排#的#排球#殿堂,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
34,每每#得分#贏#球#的#一#笑,O O O O O O O O O O O O O O O
35,迷妹#們#也#忍不住#「#姨母#笑#」#噴發,O O O O O O O O O O O O O O O O O O O O O O
36,挺#鼻#、#深邃#五官#的#小#鮮肉#標#配,O O O O O O O O O O O O O O O O O O O O O O
37,粉絲#才#不會#忘記#你#呢,O O O O O O O O O O O O O O
38,別#看#李尼希米#頂#著#一#頭#大#捲髮,O O O O B-PERSON I-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O
40,他#可是#道道地地#土生土長#的#台灣人,O O O O O O O O O O O O O O O O O O O O
42,年#僅#18#歲#的#他#可#說#是#本#季#企排#最#亮眼#新星,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
44,升上#高中#後#不只#在#聯賽#大放異彩,O O O O O O O O O O O O O O O O O O O O
45,更#被#選為#中華#台北#U19#代表隊,O O O O O O O O O O O O O O O O O O O O
