sent_id,sent,anno
3,而#隨著#世大運#的#熱潮,O O O O O O O O O O O O O
6,但#新一代#的#你#又#知道#哪#幾#位#明日#之#星#呢,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
8,陳政錡#在#場#上#就#像是#溫暖#小太陽,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O
9,隊友#得分#他#比#別人#更#開心,O O O O O O O O O O O O O O O O O
12,加上#白皙#帥氣#外型#、#高挑#身材,O O O O O O O O O O O O O O O O O O O
14,是#新一代#的#人氣王#之#一,O O O O O O O O O O O O O O O
15,陳政錡#過去#畢業#於#排球#名校#華僑#高中#就#是#發光#的#明日#之#星,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
16,隨後#U23#代表隊#、#世大運#、#企排#聯賽#更#是#磨練#他#一#步#一#步#打出#自己#的#一#條#路,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
19,「#自由男神#」#李佳軒#其實#早已#是#大前輩#、#大學#長,O O B-PERSON I-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O
20,在#排球#裡#得分#的#攻擊#手#往往#是#被#高度#矚目#的#球員,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
22,每#一#個#飛撲#、#魚躍救球#就是#因為#堅守#「#球#不#落地,O O O O O O B-DEFENSE I-DEFENSE O O O B-DEFENSE I-DEFENSE I-DEFENSE I-DEFENSE O O O O O O O O O O O O O O O O O O
25,挑戰#過#亞運#、#世錦賽#、#亞錦賽,O O O O O O O O O O O O O O O O O O O
26,穩紮穩打#成為#國家隊#、#台電隊#不可或缺#的#守護神,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
27,神似#學長#「#電眼雙帥#」#鴻敏#鴻杰#的#新一代#球星#宋柏霆,O O O O O O O O B-PERSON I-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON O B-PERSON I-PERSON O O O O O O O O O O B-PERSON I-PERSON I-PERSON
34,每每#得分#贏#球#的#一#笑,O O O O O O O O O O O O O O O
35,迷妹#們#也#忍不住#「#姨母#笑#」#噴發,O O O O O O O O O O O O O O O O O O O O O O
36,挺#鼻#、#深邃#五官#的#小#鮮肉#標#配,O O O O O O O O O O O O O O O O O O O O O O
37,粉絲#才#不會#忘記#你#呢,O O O O O O O O O O O O O O
40,他#可是#道道地地#土生土長#的#台灣人,O O O O O O O O O O O O O O O O O O O O
44,升上#高中#後#不只#在#聯賽#大放異彩,O O O O O O O O O O O O O O O O O O O O
45,更#被#選為#中華#台北#U19#代表隊,O O O O O O O O O O O O O O O O O O O O
47,李尼希米#才#加入#企排#第一#年,B-PERSON I-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O
49,在#場#上#和#隊友#配合#得宜,O O O O O O O O O O O O O O O O
51,看到#他#得分#時#放聲#大吼#、#攻擊#起跳#的#爆發力,O O O O O O O O O O O O O O O O O O B-ATTACK I-ATTACK O O O O O O O O O
52,加上#那#閃閃#發亮#的#笑容,O O O O O O O O O O O O O O O
54,濃眉大眼#、#高挺#鼻樑,O O O O O O O O O O O O
57,一#走出來#就#會#迷倒#一#票#妹子,O O O O O O O O O O O O O O O O O O O
58,綽號#阿焦#的#他#自#高中#就讀#排球#強#校#豐原#高商#時#就#人氣#爆棚,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
62,常#看#比賽#的#人#一定#有#發現,O O O O O O O O O O O O O O O O O O
66,且#靈活#的#攻擊#路線#和#方式,O O O O O O O B-ATTACK I-ATTACK O O O O O O O O
72,中華#一#隊#13:9#領先,O O O O O O O O O O O O O O
74,菲律賓#只#靠#中華#發球#失誤#拿分,O O O O O O O O O O O O O O O O O O O
75,中華#一#隊#19:10#大幅#領先,O O O O O O O O O O O O O O O O O O
77,第二#局#雖然#菲律賓#先馳得點,O O O O O O O O O O O O O O O O
78,黃素琴#救球#、#中華#一#隊#雙人攔網#穩住#接連#得分#15:7,B-PERSON I-PERSON I-PERSON O B-DEFENSE I-DEFENSE O O O O O O O O O O B-DEFENSE I-DEFENSE I-DEFENSE I-DEFENSE O O O O O O O O O O O O O O
82,雖然#連續#失誤#被#追近,O O O O O O O O O O O O O
84,直落#三#拿下#勝利,O O O O O O O O O O
87,並#迎來#加拿大籍#新#教練#劉海琦,O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON
90,也#是#新#的#經驗,O O O O O O O O O O
92,像是#企排#之類#的,O O O O O O O O O O
97,」#不過#新#教練#執教#只有#大約#兩#週,O O O O O O O O O O O O O O O O O O O O O O
99,「#給#我們#更多#想法,O O O O O O O O O O O O
100,吸收#更#好#的#技術,O O O O O O O O O O O
102,或是#在#賽前#的#新#的#東西,O O O O O O O O O O O O O O O O
103,「#我們#選手#也#很#努力,O O O O O O O O O O O O O O
106,」#陳菀婷#笑稱,O O B-PERSON I-PERSON I-PERSON O O O
108,目標#當然#是#冠軍#啊,O O O O O O O O O O O O
110,也#還是#照#打#啊,O O O O O O O O O O
111,要#拿#冠軍,O O O O O O
114,陣#中#主攻#手#許美中#繼#昨日#拿下#單場#最#高#得分#(#23#分#)#球員#後,O O O O O O O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
118,自己#以#學長#身分#觀察陣#中#學弟,O O O O O O O O O O O O O O O O O O O
124,才#能#創造#最#大#的#得分#機會,O O O O O O O O O O O O O O O O O O
125,若是#能#針對#配球#再#調整,O O O O O O O O O O O O O O O
126,下#半#季#我們#其實#是#有#機會#成為#一#支#黑馬#球隊#的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
127,第二#場#比賽#conti#面對到#男子組#老大哥#台電#公司,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
128,球員#卯足#拚勁#攻守,O O O O O O O O O O O
137,conti隊#氣勢#受到#打擊,O O O O O O O O O O O O O O O
140,「#其實#今天#球員#表現#狀況#還#不錯,O O O O O O O O O O O O O O O O O O O O O
144,在#郭家銘#受傷#送醫#後,O O B-PERSON I-PERSON I-PERSON O O O O O O O O
153,今日#以#直落#三#的#局數#(#25:21#、#25:18#、#25:20#)#迅速#從#conti隊#手#中#搶下#勝利,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
156,皆#頻頻#建功,O O O O O O O
167,但#可以#看到#得#是,O O O O O O O O O O O
169,而#今日#場#上#另#一#亮點,O O O O O O O O O O O O O O O
173,一#上場#便#靠#著#攔網,O O O O O O O O O O O B-DEFENSE I-DEFENSE
174,與#隊友#搶下#分數,O O O O O O O O O O
175,提振#球隊#士氣,O O O O O O O O
176,可惜#最終#仍#沒#能#在#五#局#中#脫穎而出,O O O O O O O O O O O O O O O O O O O O O O O O
180,頻頻場#上#建功,O O O O O O O O
181,雖然#沒#能#把握住#機會#替#球隊#拿下#勝利,O O O O O O O O O O O O O O O O O O O O O O O O
185,像是#郭家銘#也#是#前天#才#讓#他#開始#回到#場#上#比賽,O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O
188,第一#週#到#現在,O O O O O O O O O
189,也#能#看出來#他#一直#有#在#勇於#突破,O O O O O O O O O O O O O O O O O O O O O O
194,順勢#帶起#全#隊#氣勢,O O O O O O O O O O O O
198,纖女#們#歷經#一#晚#檢討,O O O O O O O O O O O O O O
199,在#今日#一#展#士氣#、#阻斷#台電#女排#連勝#戰績,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
200,教練#曾華鈺#表示,O O O B-PERSON I-PERSON I-PERSON O O O
201,今日#每#位#球員#一#開賽#很#快#就#進入#比賽#狀況,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
202,無論#是#在#防守#的#站位,O O O O O O O B-DEFENSE I-DEFENSE O O O O O
204,都#有#成功#在#今天#拿下#分數,O O O O O O O O O O O O O O O O O
206,更#是#多#次#掌握#網#前#機會球,O O O O O O O O O O O O O O O O O O
210,頻頻#在#發球#、#攻擊#上#發生#失誤,O O O O O O O O O O B-ATTACK I-ATTACK O O O O O O O O
211,導致#後續#追分#吃力,O O O O O O O O O O O
