sent_id,sent,anno
3,而#隨著#世大運#的#熱潮,O O O O O O O O O O O O O
6,但#新一代#的#你#又#知道#哪#幾#位#明日#之#星#呢,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
8,陳政錡#在#場#上#就#像是#溫暖#小太陽,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O
12,加上#白皙#帥氣#外型#、#高挑#身材,O O O O O O O O O O O O O O O O O O O
14,是#新一代#的#人氣王#之#一,O O O O O O O O O O O O O O O
15,陳政錡#過去#畢業#於#排球#名校#華僑#高中#就#是#發光#的#明日#之#星,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
16,隨後#U23#代表隊#、#世大運#、#企排#聯賽#更#是#磨練#他#一#步#一#步#打出#自己#的#一#條#路,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
19,「#自由男神#」#李佳軒#其實#早已#是#大前輩#、#大學#長,O O B-PERSON I-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O O
26,穩紮穩打#成為#國家隊#、#台電隊#不可或缺#的#守護神,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
27,神似#學長#「#電眼雙帥#」#鴻敏#鴻杰#的#新一代#球星#宋柏霆,O O O O O O O O B-PERSON I-PERSON I-PERSON I-PERSON O O O B-PERSON I-PERSON O B-PERSON I-PERSON O O O O O O O O O O B-PERSON I-PERSON I-PERSON
35,迷妹#們#也#忍不住#「#姨母#笑#」#噴發,O O O O O O O O O O O O O O O O O O O O O O
36,挺#鼻#、#深邃#五官#的#小#鮮肉#標#配,O O O O O O O O O O O O O O O O O O O O O O
37,粉絲#才#不會#忘記#你#呢,O O O O O O O O O O O O O O
40,他#可是#道道地地#土生土長#的#台灣人,O O O O O O O O O O O O O O O O O O O O
44,升上#高中#後#不只#在#聯賽#大放異彩,O O O O O O O O O O O O O O O O O O O O
45,更#被#選為#中華#台北#U19#代表隊,O O O O O O O O O O O O O O O O O O O O
47,李尼希米#才#加入#企排#第一#年,B-PERSON I-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O
51,看到#他#得分#時#放聲#大吼#、#攻擊#起跳#的#爆發力,O O O O O O O O O O O O O O O O O O B-ATTACK I-ATTACK O O O O O O O O O
52,加上#那#閃閃#發亮#的#笑容,O O O O O O O O O O O O O O O
54,濃眉大眼#、#高挺#鼻樑,O O O O O O O O O O O O
57,一#走出來#就#會#迷倒#一#票#妹子,O O O O O O O O O O O O O O O O O O O
72,中華#一#隊#13:9#領先,O O O O O O O O O O O O O O
77,第二#局#雖然#菲律賓#先馳得點,O O O O O O O O O O O O O O O O
78,黃素琴#救球#、#中華#一#隊#雙人攔網#穩住#接連#得分#15:7,B-PERSON I-PERSON I-PERSON O B-DEFENSE I-DEFENSE O O O O O O O O O O B-DEFENSE I-DEFENSE I-DEFENSE I-DEFENSE O O O O O O O O O O O O O O
87,並#迎來#加拿大籍#新#教練#劉海琦,O O O O O O O O O O O O O O O B-PERSON I-PERSON I-PERSON
90,也#是#新#的#經驗,O O O O O O O O O O
92,像是#企排#之類#的,O O O O O O O O O O
97,」#不過#新#教練#執教#只有#大約#兩#週,O O O O O O O O O O O O O O O O O O O O O O
99,「#給#我們#更多#想法,O O O O O O O O O O O O
100,吸收#更#好#的#技術,O O O O O O O O O O O
102,或是#在#賽前#的#新#的#東西,O O O O O O O O O O O O O O O O
103,「#我們#選手#也#很#努力,O O O O O O O O O O O O O O
106,」#陳菀婷#笑稱,O O B-PERSON I-PERSON I-PERSON O O O
108,目標#當然#是#冠軍#啊,O O O O O O O O O O O O
110,也#還是#照#打#啊,O O O O O O O O O O
111,要#拿#冠軍,O O O O O O
118,自己#以#學長#身分#觀察陣#中#學弟,O O O O O O O O O O O O O O O O O O O
125,若是#能#針對#配球#再#調整,O O O O O O O O O O O O O O O
126,下#半#季#我們#其實#是#有#機會#成為#一#支#黑馬#球隊#的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
127,第二#場#比賽#conti#面對到#男子組#老大哥#台電#公司,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
128,球員#卯足#拚勁#攻守,O O O O O O O O O O O
137,conti隊#氣勢#受到#打擊,O O O O O O O O O O O O O O O
144,在#郭家銘#受傷#送醫#後,O O B-PERSON I-PERSON I-PERSON O O O O O O O O
153,今日#以#直落#三#的#局數#(#25:21#、#25:18#、#25:20#)#迅速#從#conti隊#手#中#搶下#勝利,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
156,皆#頻頻#建功,O O O O O O O
167,但#可以#看到#得#是,O O O O O O O O O O O
169,而#今日#場#上#另#一#亮點,O O O O O O O O O O O O O O O
174,與#隊友#搶下#分數,O O O O O O O O O O
175,提振#球隊#士氣,O O O O O O O O
176,可惜#最終#仍#沒#能#在#五#局#中#脫穎而出,O O O O O O O O O O O O O O O O O O O O O O O O
180,頻頻場#上#建功,O O O O O O O O
188,第一#週#到#現在,O O O O O O O O O
189,也#能#看出來#他#一直#有#在#勇於#突破,O O O O O O O O O O O O O O O O O O O O O O
194,順勢#帶起#全#隊#氣勢,O O O O O O O O O O O O
200,教練#曾華鈺#表示,O O O B-PERSON I-PERSON I-PERSON O O O
201,今日#每#位#球員#一#開賽#很#快#就#進入#比賽#狀況,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
202,無論#是#在#防守#的#站位,O O O O O O O B-DEFENSE I-DEFENSE O O O O O
204,都#有#成功#在#今天#拿下#分數,O O O O O O O O O O O O O O O O O
206,更#是#多#次#掌握#網#前#機會球,O O O O O O O O O O O O O O O O O O
220,」#而#李諭#也#表示,O O O O B-PERSON I-PERSON O O O O O
222,於#場#邊#休息#時#內心#總是#會#焦慮,O O O O O O O O O O O O O O O O O O O O O
228,不慎#扭傷#左腳#腳踝,O O O O O O O O O O O
237,隨即#下場#查看#傷勢#便#前往#就醫,O O O O O O O O O O O O O O O O O O O
249,所以#角度#要#打出來,O O O O O O O O O O O
250,但#他們#可能#還是#打#得#比較#順手,O O O O O O O O O O O O O O O O O O O O
254,雖然#吞敗,O O O O O
257,兩#人#皆#有#兩#位數#得分#進帳,O O O O O O O O O O O O O O O O O O
260,潘均儒#自#過年#後#狀況#一直#都#不佳,B-PERSON I-PERSON I-PERSON O O O O O O O O O O O O O O O O O O
264,局#末#兩#隊#上演#精采#丟士戰,O O O O O O O O O O O O O O O O O
269,第三#局#開始,O O O O O O O
279,狀況#越來越#好,O O O O O O O O
280,談起#逆轉#關鍵,O O O O O O O O
285,康金塗#教練#也#提到,B-PERSON I-PERSON I-PERSON O O O O O O O O
288,「#妤雯#一直#都#是#帶動#氣氛#的#角色,O O B-PERSON I-PERSON O O O O O O O O O O O O O O O O O O
291,對#她#來說#也#有點#辛苦,O O O O O O O O O O O O O O
292,妤雯#不#在#戰力#多少#受#影響,B-PERSON I-PERSON O O O O O O O O O O O O O O O
303,也#在#下#半#賽季#重返#企排,O O O O O O O O O O O O O O O O
306,大家#會#提醒#我#要#注意,O O O O O O O O O O O O O O
308,高中#畢業#沒有#繼續#升學,O O O O O O O O O O O O O O
310,不過#去年#2月#賽季#初期#一#次#練習#時#不慎#造成#右手#脫臼,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
314,「#當時#是#奧運#資格賽#結束#剛#從#泰國#回來#有#流感,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
317,到#現在#還#沒有#完全#好,O O O O O O O O O O O O O O
322,「#因為#我#休息#了#一#個#賽季,O O O O O O O O O O O O O O O O O O
323,還#有#上#半#年#的#半#個#賽季,O O O O O O O O O O O O O O O O O O
330,也#沒有#跟#隊#上#一起#練,O O O O O O O O O O O O O O O
333,今天#下場#我#很#期待,O O O O O O O O O O O O
337,但#不行#做#的#還是#不行,O O O O O O O O O O O O O O
338,傷勢#還是#很#重要,O O O O O O O O O O
339,下場#了#就#是#穩穩#地#做#好#球,O O O O O O O O O O O O O O O O O O O
340,沒有#再#多#想#傷勢,O O O O O O O O O O O
